ENSEMBL,ENSEMBL_mice
ENSG00000083093,ENSMUSG00000044702
ENSG00000110274,ENSMUSG00000043987
ENSG00000164045,ENSMUSG00000032477
ENSG00000076242,ENSMUSG00000032498
ENSG00000009413,ENSMUSG00000019841
ENSG00000154920,ENSMUSG00000039055
ENSG00000108469,ENSMUSG00000020752
ENSG00000187790,ENSMUSG00000055884
ENSG00000227345,ENSMUSG00000021911
ENSG00000168495,ENSMUSG00000000776
ENSG00000136122,ENSMUSG00000022070
ENSG00000226201,ENSMUSG00000024338
ENSG00000101773,ENSMUSG00000041238
ENSG00000172732,ENSMUSG00000024906
ENSG00000131778,ENSMUSG00000028089
ENSG00000154767,ENSMUSG00000030094
ENSG00000140718,ENSMUSG00000055932
ENSG00000132604,ENSMUSG00000031921
ENSG00000181163,ENSMUSG00000057113
ENSG00000037042,ENSMUSG00000045007
ENSG00000277641,ENSMUSG00000000125
ENSG00000004700,ENSMUSG00000030243
ENSG00000164053,ENSMUSG00000025646
ENSG00000197299,ENSMUSG00000030528
ENSG00000134058,ENSMUSG00000069089
ENSG00000187736,ENSMUSG00000026162
ENSG00000118655,ENSMUSG00000027845
ENSG00000105486,ENSMUSG00000056394
ENSG00000174405,ENSMUSG00000049717
ENSG00000119684,ENSMUSG00000021245
ENSG00000095002,ENSMUSG00000024151
ENSG00000116062,ENSMUSG00000005370
ENSG00000070501,ENSMUSG00000031536
ENSG00000062822,ENSMUSG00000038644
ENSG00000100479,ENSMUSG00000020974
ENSG00000148229,ENSMUSG00000028394
ENSG00000166169,ENSMUSG00000025218
ENSG00000122678,ENSMUSG00000020474
ENSG00000130997,ENSMUSG00000045102
ENSG00000051341,ENSMUSG00000034206
ENSG00000113522,ENSMUSG00000020380
ENSG00000051180,ENSMUSG00000027323
ENSG00000108384,ENSMUSG00000007646
ENSG00000196584,ENSMUSG00000028933
ENSG00000126215,ENSMUSG00000021287
ENSG00000136936,ENSMUSG00000028329
ENSG00000163781,ENSMUSG00000032555
ENSG00000169188,ENSMUSG00000025269
ENSG00000100823,ENSMUSG00000035960
ENSG00000103152,ENSMUSG00000020287
ENSG00000099817,ENSMUSG00000004667
ENSG00000100142,ENSMUSG00000033020
ENSG00000163882,ENSMUSG00000021018
ENSG00000147669,ENSMUSG00000045996
ENSG00000177700,ENSMUSG00000038489
ENSG00000140398,ENSMUSG00000032298
ENSG00000292286,ENSMUSG00000035121
ENSG00000144554,ENSMUSG00000034023
ENSG00000288114,ENSMUSG00000006599
ENSG00000145736,ENSMUSG00000021639
ENSG00000111358,ENSMUSG00000029387
ENSG00000233149,ENSMUSG00000001524
ENSG00000272047,ENSMUSG00000034345
ENSG00000155229,ENSMUSG00000025159
ENSG00000129071,ENSMUSG00000030322
ENSG00000170430,ENSMUSG00000054612
ENSG00000064933,ENSMUSG00000026098
ENSG00000004142,ENSMUSG00000001100
ENSG00000100227,ENSMUSG00000041815
ENSG00000152457,ENSMUSG00000026648
ENSG00000002016,ENSMUSG00000030166
ENSG00000085999,ENSMUSG00000028702
ENSG00000160957,ENSMUSG00000033762
ENSG00000049541,ENSMUSG00000023104
ENSG00000133119,ENSMUSG00000033970
ENSG00000163918,ENSMUSG00000022881
ENSG00000106399,ENSMUSG00000012483
ENSG00000117748,ENSMUSG00000028884
ENSG00000132383,ENSMUSG00000000751
ENSG00000042088,ENSMUSG00000021177
ENSG00000076248,ENSMUSG00000029591
ENSG00000079246,ENSMUSG00000026187
ENSG00000196419,ENSMUSG00000022471
ENSG00000189046,ENSMUSG00000044339
ENSG00000166199,ENSMUSG00000040174
ENSG00000137074,ENSMUSG00000028411
ENSG00000039650,ENSMUSG00000002963
ENSG00000139618,ENSMUSG00000041147
ENSG00000172613,ENSMUSG00000024824
ENSG00000113456,ENSMUSG00000022248
ENSG00000152942,ENSMUSG00000021635
ENSG00000136273,ENSMUSG00000020413
ENSG00000134480,ENSMUSG00000021548
ENSG00000168496,ENSMUSG00000024742
ENSG00000225589,ENSMUSG00000061607
ENSG00000122512,ENSMUSG00000075569
ENSG00000113318,ENSMUSG00000014850
ENSG00000057468,ENSMUSG00000005493
ENSG00000235222,ENSMUSG00000007035
ENSG00000129484,ENSMUSG00000036023
ENSG00000197774,ENSMUSG00000073436
ENSG00000048392,ENSMUSG00000022292
ENSG00000123415,ENSMUSG00000036061
ENSG00000213689,ENSMUSG00000049734
ENSG00000183479,ENSMUSG00000031372
