Gene,ENSEMBL,Gene Synonyms,Subprocess,Class,Group,Hallmark
SH3BP4,ENSG00000130147,"BOG25, EHB10, TTP",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
MARK4,ENSG00000007047,"KIAA1860, MARK4L, MARK4S, MARKL1, MARKL1L, PAR-1D",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
LAMTOR1,ENSG00000149357,"C11orf59, p18, p27RF-Rho, PDRO, Ragulator1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
LAMTOR2,ENSG00000116586,"ENDAP, HSPC003, MAPBPIP, MAPKSP1AP, p14, Ragulator2, ROBLD3",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
LAMTOR3,ENSG00000109270,"MAP2K1IP1, MAPBP, MAPKSP1, MP1, PRO0633, Ragulator3",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
LAMTOR4,ENSG00000188186,C7orf59,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
LAMTOR5,ENSG00000134248,"HBXIP, XIP",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
CDKN1B,ENSG00000111276,"CDKN4, KIP1, MEN1B, MEN4, P27KIP1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
NPRL2,ENSG00000114388,"FFEVF2, NPR2, NPR2L, TUSC4",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
NPRL3,ENSG00000103148,"C16orf35, CGTHBA, FFEVF3, HS-40, MARE, NPR3, RMD11",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
DEPDC5,ENSG00000100150,"DEP.5, FFEVF, FFEVF1, KIAA0645",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
BMT2,ENSG00000164603,"C7orf60, SAMTOR",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
SEC13,ENSG00000157020,"D3S1231E, npp-20, SEC13L1, SEC13R",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
SEH1L,ENSG00000085415,"SEC13L, Seh1, SEH1, SEH1A, SEH1B",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
WDR59,ENSG00000103091,"CDW12, FP977, KIAA1923, p90-120",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
WDR24,ENSG00000127580,"C16orf21, JFP7",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
MIOS,ENSG00000164654,"MIO, Sea4, Yulink",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
SAR1B,ENSG00000152700,"ANDD, CMRD, GTBPB, SARA2, SARB",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
SESN1,ENSG00000080546,"PA26, SEST1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
SESN2,ENSG00000130766,"HI95, SES2, SEST2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
SESN3,ENSG00000149212,SEST3,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
CASTOR1,ENSG00000239282,GATSL3,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
CASTOR2,ENSG00000274070,"GATSL1, GATSL2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
KPTN,ENSG00000118162,"2E4, MRT41",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ITFG2,ENSG00000111203,"FGGAP1, MDS028",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
KICS2,ENSG00000174206,C12orf66,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
SZT2,ENSG00000198198,"C1orf84, EIEE18, KIAA0467, SZT2A, SZT2B",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V0A1,ENSG00000033627,"a1, ATP6N1, ATP6N1A, Stv1, Vph1, VPP1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V0A2,ENSG00000185344,"A2, ARCL, ARCL2A, ATP6A2, ATP6N1D, J6B7, RTF, STV1, TJ6, TJ6M, TJ6S, VPH1, WSS",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
TCIRG1,ENSG00000110719,"a3, Atp6i, ATP6N1C, ATP6V0A3, OC116, OC-116kDa, OPTB1, Stv1, TIRC7, Vph1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V0A4,ENSG00000105929,"A4, ATP6N1B, ATP6N2, DRTA3, RDRTA2, RTA1C, RTADR, STV1, VPH1, VPP2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V0B,ENSG00000117410,"ATP6F, HATPL, VMA16",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V0C,ENSG00000185883,"ATP6C, ATP6L, ATPL, VATL, Vma3, VPPC",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V0D1,ENSG00000159720,"ATP6D, ATP6DV, P39, VATX, VMA6, VPATPD",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V0D2,ENSG00000147614,"ATP6D2, VMA6",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V0E1,ENSG00000113732,"ATP6H, ATP6V0E, M9.2, Vma21, Vma21p",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V0E2,ENSG00000171130,"ATP6V0E2L, C7orf32",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1A,ENSG00000114573,"ARCL2D, ATP6A1, ATP6V1A1, HO68, IECEE3, VA68, Vma1, VPP2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1B1,ENSG00000116039,"ATP6B1, DRTA2, RTA1B, VATB, VMA2, VPP3",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1B2,ENSG00000147416,"ATP6B1B2, ATP6B2, DOOD, HO57, VATB, Vma2, VPP3, ZLS2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1C1,ENSG00000155097,"ATP6C, ATP6D, VATC, Vma5",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1C2,ENSG00000143882,"ATP6C2, VMA5",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1D,ENSG00000100554,"ATP6M, VATD, VMA8",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1E1,ENSG00000131100,"ARCL2C, ATP6E, ATP6E2, ATP6V1E, P31, Vma4",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1E2,ENSG00000250565,"ATP6E1, ATP6EL2, ATP6V1EL2, VMA4",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1F,ENSG00000128524,"ATP6S14, VATF, Vma7",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1G1,ENSG00000136888,"ATP6G, ATP6G1, ATP6GL, ATP6J, Vma10",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1G2,ENSG00000213760,"ATP6G, ATP6G2, NG38, VMA10",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1G3,ENSG00000151418,"ATP6G3, Vma10",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6V1H,ENSG00000047249,"CGI-11, MSTP042, NBP1, SFD, SFDalpha, SFDbeta, VMA13",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6AP1,ENSG00000071553,"16A, Ac45, ATP6IP1, ATP6S1, CF2, VATPS1, XAP-3, XAP3",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP6AP2,ENSG00000182220,"APT6M8-9, ATP6IP2, ATP6M8-9, CAPER, CDG2R, ELDF10, HT028, M8-9, MRXE, MRXSH, MSTP009, PRR, RENR, XMRE, XPDS",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
SLC38A9,ENSG00000177058,URLC11,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
GLUD1,ENSG00000148672,"GDH, GDH1, GLUD",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
KLHL22,ENSG00000099910,KELCHL,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
EP300,ENSG00000100393,"KAT3B, MKHK2, p300, P300, RSTS2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
LEP,ENSG00000174697,"LEPD, OB, OBS",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
LEPR,ENSG00000116678,"CD295, DB, LEP-R, LEPRD, OB-R, OBR",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
HRAS,ENSG00000174775,"C-BAS/HAS, C-HA-RAS1, C-H-RAS, CTLO, HAMSV, HRAS1, H-RASIDX, p21ras, RASH1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
KRAS,ENSG00000133703,"CFC2, c-Ki-ras, c-Ki-ras2, 'C-K-RAS, C-K-RAS, KI-RAS, K-Ras, KRAS1, K-Ras 2, KRAS2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, NS, NS3, OES, RALD, RASK2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
NRAS,ENSG00000213281,"ALPS4, CMNS, HRAS1, NCMS, N-ras, NRAS1, NS6",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
RAF1,ENSG00000132155,"CMD1NN, c-Raf, CRAF, NS5, RAF, Raf-1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
MAP2K1,ENSG00000169032,"CFC3, MAPKK1, MEK1, MEL, MKK1, PRKMK1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
MAP2K2,ENSG00000126934,"CFC4, MAPKK2, MEK2, MKK2, PRKMK2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
MAPK1,ENSG00000100030,"ERK, ERK-2, ERK2, ERT1, MAPK2, p38, p40, p41, p41mapk, p42-MAPK, P42MAPK, PRKM1, PRKM2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
CSNK1A1,ENSG00000113712,"CK1, CK1a, CKIa, HEL-S-77p, HLCDGP1, PRO2975",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
HIF1A,ENSG00000100644,"bHLHe78, BHLHE78, HIF1, HIF-1A, HIF-1-alpha, HIF-1alpha, HIF1-ALPHA, MOP1, PASD8",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
DDIT4,ENSG00000168209,"Dig2, REDD-1, REDD1, RTP801",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
CEBPB,ENSG00000172216,"C/EBP-beta, IL6DBP, NF-IL6, TCF5",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
TSC1,ENSG00000165699,"KIAA0243, LAM, TSC",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
TSC2,ENSG00000103197,"LAM, PPP1R160, TSC4",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
TBC1D7,ENSG00000145979,"MGCPH, PIG51, TBC7",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
HERC1,ENSG00000103657,"MDFPMR, p532, p619",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
NAA10,ENSG00000102030,"ARD1, ARD1A, ARD1P, DXS707, hARD1, MCOPS1, NATD, OGDNS, TE2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
MYCBP2,ENSG00000005810,"Myc-bp2, PAM, Phr, PHR1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
ATP13A2,ENSG00000159363,"CLN12, HSA9947, KRPPD, PARK9, SPG78",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
SYT11,ENSG00000132718,"KIAA0080, SYT12, sytXI",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
CPTP,ENSG00000224051,GLTPD1,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
PROM1,ENSG00000007062,"AC133, CD133, CORD12, MCDR2, MSTP061, PROML1, RP41, STGD4",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
TRIM23,ENSG00000113595,"ARD1, ARFD1, RNF46",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, upstream",Proteostasis
MTOR,ENSG00000198793,"FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
RPTOR,ENSG00000141564,"KIAA1303, KOG1, Mip1, RAPTOR",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
MLST8,ENSG00000167965,"GbetaL, GBL, LST8, POP3, WAT1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
AKT1S1,ENSG00000204673,"Lobe, PRAS40",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
DEPTOR,ENSG00000155792,"DEP.6, DEPDC6",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
TTI1,ENSG00000101407,"KIAA0406, smg-10, SMG10",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
TELO2,ENSG00000100726,"CLK2, KIAA0683, TEL2, YHFS",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
RHEB,ENSG00000106615,RHEB2,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
DAPK2,ENSG00000035664,"DRP-1, DRP1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
FBXW7,ENSG00000109670,"AGO, CDC4, FBW6, FBW7, FBX30, FBXO30, FBXW6, hAgo, hCdc4, SEL-10, SEL10",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
SHOC2,ENSG00000108061,"KIAA0862, NSLH1, SIAA0862, SOC2, SUR8",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
CIP2A,ENSG00000163507,"KIAA1524, p90",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
TBK1,ENSG00000183735,"FTDALS4, IIAE8, NAK, T2K",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
AURKA,ENSG00000087586,"AIK, ARK1, AURA, BTAK, PPP1R47, STK15, STK6, STK7",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
GLI1,ENSG00000111087,"GLI, PAPA8, PPD1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
TNFAIP3,ENSG00000118503,"A20, AISBL, OTUD7C, TNFA1P2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
TPT1,ENSG00000133112,"HRF, p02, p23, TCTP",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
TREM2,ENSG00000095970,"PLOSL2, TREM-2, Trem2a, Trem2b, Trem2c",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"mTORC1 pathway, direct",Proteostasis
ATM,ENSG00000149311,"AT1, ATA, ATC, ATD, ATDC, ATE, TEL1, TELO1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
IFI16,ENSG00000163565,"IFNGIP1, PYHIN2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
MTDH,ENSG00000147649,"3D3, AEG-1, AEG1, LYRIC, LYRIC/3D3",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
ITPR1,ENSG00000150995,"ACV, CLA4, INSP3R1, IP3R, IP3R1, PPP1R94, SCA15, SCA16, SCA29",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
TPT1,ENSG00000133112,"HRF, p02, p23, TCTP",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
BRSK1,ENSG00000160469,"hSAD1, KIAA1811, SAD1, SADB",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
BRSK2,ENSG00000174672,"C11orf7, PEN11B, SAD1, SADA, STK29",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
SESN1,ENSG00000080546,"PA26, SEST1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
SESN2,ENSG00000130766,"HI95, SES2, SEST2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
SESN3,ENSG00000149212,SEST3,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",Proteostasis
PRKAA1,ENSG00000132356,"AMPK, AMPK1, AMPKa1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAA2,ENSG00000162409,"AMPK, AMPK2, AMPKa2, PRKAA",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAB1,ENSG00000111725,"AMPK, HAMPKb",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAB2,ENSG00000131791,(none known),Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAG1,ENSG00000181929,AMPKG,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAG2,ENSG00000106617,"AAKG, AAKG2, CMH6, H91620p, WPWS",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAG3,ENSG00000115592,AMPKG3,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKACA,ENSG00000072062,"PKACA, PPNAD4",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKACB,ENSG00000142875,"PKACB, PKA C-beta",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKACG,ENSG00000165059,"BDPLT19, KAPG, PKACg",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAR1A,ENSG00000108946,"ACRDYS1, ADOHR, CAR, CNC, CNC1, PKR1, PPNAD1, PRKAR1, TSE1",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAR1B,ENSG00000188191,PRKAR1,Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAR2A,ENSG00000114302,"PKR2, PRKAR2",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
PRKAR2B,ENSG00000005249,"PRKAR2, RII-BETA",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
CHUK,ENSG00000213341,"IKBKA, IKK1, IKKA, IKK-alpha, NFKBIKA, TCF16",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
IKBKB,ENSG00000104365,"IKK2, IKKB, IKK-beta, IMD15, IMD15A, IMD15B, NFKBIKB",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
IKBKG,ENSG00000269335,"AMCBX1, EDAID1, FIP-3, FIP3, Fip3p, IKKAP1, IKKG, IKK-gamma, IMD33, IP, IP1, IP2, IPD2, NEMO, ZC2HC9",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
MAP3K7,ENSG00000135341,"CSCF, FMD2, MEKK7, TAK1, TGF1a",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
STK11,ENSG00000118046,"hLKB1, LKB1, PJS",Autophagy-Lysosome Pathway,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",Proteostasis
